Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	43.700593929	44.372593929	2229.826	3542.326	BTF
2	Spectrogram 1	1	46.367262123	47.039262123	2412.104	3724.604	BTF
3	Spectrogram 1	1	48.139619847	48.811619847	2503.244	3815.744	BTF
4	Spectrogram 1	1	55.7546666666667	56.4266666666667	2437.5	3750	BTF
5	Spectrogram 1	1	57.285962537	57.957962537	2351.345	3663.845	BTF
6	Spectrogram 1	1	74.68027759	75.35227759	2503.244	3815.744	BTF
7	Spectrogram 1	1	76.200602793	76.872602793	2412.104	3724.604	BTF
8	Spectrogram 1	1	90.0373333333333	90.7093333333333	2062.5	3375	BTF
9	Spectrogram 1	1	92.16	92.832	2062.5	3375	BTF
10	Spectrogram 1	1	93.0666666666667	93.7386666666667	2156.25	3468.75	BTF
11	Spectrogram 1	1	93.7386666666667	94.4106666666667	2156.25	3468.75	BTF
12	Spectrogram 1	1	96.1706666666667	96.8426666666667	2062.5	3375	BTF
13	Spectrogram 1	1	98.139632992	98.811632992	1910.839	3223.339	BTF
14	Spectrogram 1	1	98.859145187	99.531145187	2245.016	3557.516	BTF
15	Spectrogram 1	1	99.261567363	99.933567363	2533.623	3846.123	BTF
16	Spectrogram 1	1	102.294087123	102.966087123	2457.674	3770.174	BTF
17	Spectrogram 1	1	121.769662854	122.441662854	2564.003	3876.503	BTF
18	Spectrogram 1	1	125.294054625	125.966054625	3338.687	4651.187	BTF
19	Spectrogram 1	1	239.375384783	240.047384783	2685.522	3998.022	BTF
20	Spectrogram 1	1	243.444482109	244.116482109	2685.522	3998.022	BTF
21	Spectrogram 1	1	245.432286987	246.104286987	2609.573	3922.073	BTF
22	Spectrogram 1	1	323.786666666667	324.458666666667	2250	3562.5	BTF
23	Spectrogram 1	1	324.789333333333	325.461333333333	2156.25	3468.75	BTF
24	Spectrogram 1	1	326.627439486	327.299439486	2108.307	3420.807	BTF
25	Spectrogram 1	1	330.151831257	330.823831257	2822.231	4134.731	BTF
26	Spectrogram 1	1	336.085333333333	336.757333333333	2156.25	3468.75	BTF
27	Spectrogram 1	1	337.960777401	338.632777401	2472.864	3785.364	BTF
28	Spectrogram 1	1	338.712805682	339.384805682	2366.535	3679.035	BTF
29	Spectrogram 1	1	339.210666666667	339.882666666667	2250	3562.5	BTF
30	Spectrogram 1	1	339.786666666667	340.458666666667	2437.5	3750	BTF
31	Spectrogram 1	1	340.338823469	341.010823469	2275.396	3587.896	BTF
32	Spectrogram 1	1	340.597333333333	341.269333333333	2250	3562.5	BTF
33	Spectrogram 1	1	348.512	349.184	2250	3562.5	BTF
34	Spectrogram 1	1	351.285333333333	351.957333333333	2437.5	3750	BTF
35	Spectrogram 1	1	353.180250342	353.852250342	2761.472	4073.972	BTF
36	Spectrogram 1	1	355.054234082	355.726234082	2655.142	3967.642	BTF
37	Spectrogram 1	1	371.829333333333	372.501333333333	2250	3562.5	BTF
38	Spectrogram 1	1	375.586762044	376.258762044	2245.016	3557.516	BTF
39	Spectrogram 1	1	412.168069893	412.840069893	2260.206	3572.706	BTF
40	Spectrogram 1	1	818.672248165	819.344248165	2427.294	3739.794	BTF
41	Spectrogram 1	1	821.365352430556	822.037352430556	2250	3562.5	BTF
42	Spectrogram 1	1	858.357352430555	859.029352430555	2156.25	3468.75	BTF
43	Spectrogram 1	1	865.397352430556	866.069352430555	2156.25	3468.75	BTF
44	Spectrogram 1	1	870.408040378	871.080040378	2169.066	3481.566	BTF
