Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	2306.354022215	2307.026022215	2001.978	3314.478	BTF
2	Spectrogram 1	1	2310.943451564	2311.615451564	2229.826	3542.326	BTF
3	Spectrogram 1	1	2342.191406676	2342.863406676	2047.547	3360.047	BTF
4	Spectrogram 1	1	2438.362084509	2439.034084509	2290.585	3603.085	BTF
5	Spectrogram 1	1	2855.1708098	2855.8428098	2184.256	3496.756	BTF
6	Spectrogram 1	1	2857.528531831	2858.200531831	2199.446	3511.946	BTF
7	Spectrogram 1	1	2997.05285455	2997.72485455	2579.193	3891.693	BTF
8	Spectrogram 1	1	2997.955293574	2998.627293574	2594.383	3906.883	BTF
9	Spectrogram 1	1	2999.43090333	3000.10290333	2624.763	3937.263	BTF
10	Spectrogram 1	1	3001.15041398	3001.82241398	2533.623	3846.123	BTF
11	Spectrogram 1	1	3010.020329587	3010.692329587	2579.193	3891.693	BTF
12	Spectrogram 1	1	3012.337397857	3013.009397857	2791.851	4104.351	BTF
13	Spectrogram 1	1	3013.837397857	3014.509397857	2412.104	3724.604	BTF
14	Spectrogram 1	1	3014.268292166	3014.940292166	2807.041	4119.541	BTF
15	Spectrogram 1	1	3036.410559313	3037.082559313	2214.636	3527.136	BTF
16	Spectrogram 1	1	3288.109608661	3288.781608661	2381.725	3694.225	BTF
17	Spectrogram 1	1	3528.12453993056	3528.79653993056	2250	3562.5	BTF
18	Spectrogram 1	1	3752.361438372	3753.033438372	2457.674	3770.174	BTF
19	Spectrogram 1	1	5754.384995266	5755.056995266	2442.484	3754.984	BTF
20	Spectrogram 1	1	5759.108570956	5759.780570956	2564.003	3876.503	BTF
21	Spectrogram 1	1	5764.275234531	5764.947234531	2503.244	3815.744	BTF
22	Spectrogram 1	1	5784.571974769	5785.243974769	2488.054	3800.554	BTF
23	Spectrogram 1	1	5797.738636798	5798.410636798	2427.294	3739.794	BTF
24	Spectrogram 1	1	5799.904171875	5800.576171875	2343.75	3656.25	BTF
25	Spectrogram 1	1	5817.283344515	5817.955344515	2564.003	3876.503	BTF
26	Spectrogram 1	1	5829.136998414	5829.808998414	2548.813	3861.313	BTF
27	Spectrogram 1	1	5859.519098059	5860.191098059	2564.003	3876.503	BTF
28	Spectrogram 1	1	5883.267056263	5883.939056263	2503.244	3815.744	BTF
29	Spectrogram 1	1	5937.913376083	5938.585376083	2381.725	3694.225	BTF
30	Spectrogram 1	1	5938.746709416	5939.418709416	2108.307	3420.807	BTF
31	Spectrogram 1	1	5939.429636246	5940.101636246	2457.674	3770.174	BTF
32	Spectrogram 1	1	5940.380854212	5941.052854212	2032.358	3344.858	BTF
33	Spectrogram 1	1	5940.800171875	5941.472171875	2250	3562.5	BTF
34	Spectrogram 1	1	5941.376789171	5942.048789171	2412.104	3724.604	BTF
35	Spectrogram 1	1	5942.409309497	5943.081309497	2305.775	3618.275	BTF
36	Spectrogram 1	1	5944.287358277	5944.959358277	2442.484	3754.984	BTF
37	Spectrogram 1	1	5949.26950520833	5949.94150520833	2250	3562.5	BTF
38	Spectrogram 1	1	5951.921501527	5952.593501527	2320.965	3633.465	BTF
39	Spectrogram 1	1	5967.470272476	5968.142272476	2305.775	3618.275	BTF
40	Spectrogram 1	1	5969.539376622	5970.211376622	2214.636	3527.136	BTF
41	Spectrogram 1	1	5984.982459869	5985.654459869	2138.687	3451.187	BTF
42	Spectrogram 1	1	5985.466199706	5986.138199706	2427.294	3739.794	BTF
43	Spectrogram 1	1	5998.832048727	5999.504048727	2518.434	3830.934	BTF
44	Spectrogram 1	1	6015.267001893	6015.939001893	2533.623	3846.123	BTF
45	Spectrogram 1	1	6025.79136942	6026.46336942	2199.446	3511.946	BTF
46	Spectrogram 1	1	6608.303315354	6608.975315354	2488.054	3800.554	BTF
47	Spectrogram 1	1	6613.693557711	6614.365557711	2336.155	3648.655	BTF
48	Spectrogram 1	1	6616.08198784722	6616.75398784722	2437.5	3750	BTF
49	Spectrogram 1	1	6616.12465451389	6616.79665451389	2250	3562.5	BTF
50	Spectrogram 1	1	6620.01469283	6620.68669283	2351.345	3663.845	BTF
51	Spectrogram 1	1	6646.388665749	6647.060665749	2564.003	3876.503	BTF
52	Spectrogram 1	1	6667.571584848	6668.243584848	2488.054	3800.554	BTF
53	Spectrogram 1	1	6672.100038587	6672.772038587	2533.623	3846.123	BTF
54	Spectrogram 1	1	6687.66913474	6688.34113474	2472.864	3785.364	BTF
