Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	533.854817758	534.526817758	2715.902	4028.402	BTF
2	Spectrogram 1	1	538.663759301	539.335759301	2624.763	3937.263	BTF
3	Spectrogram 1	1	1187.817963631	1188.489963631	2199.446	3511.946	BTF
4	Spectrogram 1	1	3833.674415583	3834.346415583	2670.332	3982.832	BTF
5	Spectrogram 1	1	4555.283869931	4555.955869931	2488.054	3800.554	BTF
6	Spectrogram 1	1	4559.824518791	4560.496518791	2381.725	3694.225	BTF
7	Spectrogram 1	1	5058.352750645	5059.024750645	3308.307	4620.807	BTF
8	Spectrogram 1	1	5058.966571783	5059.638571783	2229.826	3542.326	BTF
9	Spectrogram 1	1	5060.088523002	5060.760523002	3217.168	4529.668	BTF
10	Spectrogram 1	1	5368.385140323	5369.057140323	2199.446	3511.946	BTF
11	Spectrogram 1	1	5370.958311055	5371.630311055	2229.826	3542.326	BTF
12	Spectrogram 1	1	5374.194078513	5374.866078513	2214.636	3527.136	BTF
13	Spectrogram 1	1	5376.84041843	5377.51241843	2245.016	3557.516	BTF
14	Spectrogram 1	1	5380.889197372	5381.561197372	2245.016	3557.516	BTF
15	Spectrogram 1	1	5383.889197372	5384.561197372	2153.877	3466.377	BTF
16	Spectrogram 1	1	5387.580252737	5388.252252737	2199.446	3511.946	BTF
17	Spectrogram 1	1	5396.2103294	5396.8823294	2199.446	3511.946	BTF
18	Spectrogram 1	1	5418.267232239	5418.939232239	3277.927	4590.427	BTF
19	Spectrogram 1	1	5444.78348158	5445.45548158	3262.737	4575.237	BTF
