Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	81.152	81.824	2062.5	3375	BTF
2	Spectrogram 1	1	132.64777011	133.31977011	1971.598	3284.098	BTF
3	Spectrogram 1	1	195.529896776	196.201896776	2153.877	3466.377	BTF
4	Spectrogram 1	1	198.368	199.04	2062.5	3375	BTF
5	Spectrogram 1	1	236.879507072	237.551507072	3019.699	4332.199	BTF
6	Spectrogram 1	1	249.216910029	249.888910029	2017.168	3329.668	BTF
7	Spectrogram 1	1	251.627479134	252.299479134	2123.497	3435.997	BTF
8	Spectrogram 1	1	251.957333333333	252.629333333333	2156.25	3468.75	BTF
9	Spectrogram 1	1	268.330666666667	269.002666666667	2062.5	3375	BTF
10	Spectrogram 1	1	274.647813502	275.319813502	2077.927	3390.427	BTF
11	Spectrogram 1	1	275.274666666667	275.946666666667	2156.25	3468.75	BTF
12	Spectrogram 1	1	278.229115842	278.901115842	2032.358	3344.858	BTF
13	Spectrogram 1	1	278.899847549	279.571847549	2169.066	3481.566	BTF
14	Spectrogram 1	1	501.403981346	502.075981346	2001.978	3314.478	BTF
15	Spectrogram 1	1	522.530005243	523.202005243	2017.168	3329.668	BTF
16	Spectrogram 1	1	528.895861956	529.567861956	2001.978	3314.478	BTF
17	Spectrogram 1	1	680.525984521	681.197984521	2184.256	3496.756	BTF
18	Spectrogram 1	1	704.229239008	704.901239008	2108.307	3420.807	BTF
19	Spectrogram 1	1	707.704848764	708.376848764	2169.066	3481.566	BTF
20	Spectrogram 1	1	713.599160762	714.271160762	2032.358	3344.858	BTF
21	Spectrogram 1	1	855.334984786	856.006984786	2062.737	3375.237	BTF
22	Spectrogram 1	1	860.749620459	861.421620459	1956.408	3268.908	BTF
23	Spectrogram 1	1	882.753686636	883.425686636	2624.763	3937.263	BTF
24	Spectrogram 1	1	883.554499644	884.226499644	2624.763	3937.263	BTF
25	Spectrogram 1	1	901.294341324	901.966341324	2548.813	3861.313	BTF
26	Spectrogram 1	1	902.639869779	903.311869779	2093.117	3405.617	BTF
27	Spectrogram 1	1	904.091089291	904.763089291	2062.737	3375.237	BTF
28	Spectrogram 1	1	905.237432282	905.909432282	2457.674	3770.174	BTF
29	Spectrogram 1	1	905.582960738	906.254960738	2108.307	3420.807	BTF
30	Spectrogram 1	1	906.127676185	906.799676185	2093.117	3405.617	BTF
31	Spectrogram 1	1	906.900033908	907.572033908	2062.737	3375.237	BTF
32	Spectrogram 1	1	907.623611144	908.295611144	2032.358	3344.858	BTF
33	Spectrogram 1	1	908.420359112	909.092359112	1986.788	3299.288	BTF
34	Spectrogram 1	1	913.213045093	913.885045093	2123.497	3435.997	BTF
35	Spectrogram 1	1	923.176462782	923.848462782	2062.737	3375.237	BTF
36	Spectrogram 1	1	925.465082195	926.137082195	2032.358	3344.858	BTF
37	Spectrogram 1	1	927.895976504	928.567976504	2032.358	3344.858	BTF
38	Spectrogram 1	1	929.160204147	929.832204147	1956.408	3268.908	BTF
39	Spectrogram 1	1	930.335002422	931.007002422	2260.206	3572.706	BTF
40	Spectrogram 1	1	936.521995819	937.193995819	2153.877	3466.377	BTF
41	Spectrogram 1	1	949.497611685	950.169611685	2123.497	3435.997	BTF
42	Spectrogram 1	1	949.84314014	950.51514014	2077.927	3390.427	BTF
43	Spectrogram 1	1	1340.940829138	1341.612829138	2655.142	3967.642	BTF
44	Spectrogram 1	1	1343.631887576	1344.303887576	2533.623	3846.123	BTF
45	Spectrogram 1	1	1345.583108616	1346.255108616	2639.953	3952.453	BTF
46	Spectrogram 1	1	1352.160345916	1352.832345916	2624.763	3937.263	BTF
47	Spectrogram 1	1	1356.530266142	1357.202266142	2655.142	3967.642	BTF
