Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	64.618666667	65.290666667	2156.25	3468.75	BTF
2	Spectrogram 1	1	66.56	67.232	2156.25	3468.75	BTF
3	Spectrogram 1	1	70.43159863	71.10359863	2093.117	3405.617	BTF
4	Spectrogram 1	1	71.89361489	72.56561489	2020.253	3332.753	BTF
5	Spectrogram 1	1	73.073875053	73.745875053	2123.497	3435.997	BTF
6	Spectrogram 1	1	84.064	84.736	2250	3562.5	BTF
7	Spectrogram 1	1	89.333333333	90.005333333	2156.25	3468.75	BTF
8	Spectrogram 1	1	101.909333333	102.581333333	2156.25	3468.75	BTF
9	Spectrogram 1	1	105.397333333	106.069333333	2250	3562.5	BTF
10	Spectrogram 1	1	108.096	108.768	2250	3562.5	BTF
11	Spectrogram 1	1	119.765333333	120.437333333	2250	3562.5	BTF
12	Spectrogram 1	1	121.002505267	121.674505267	1986.788	3299.288	BTF
13	Spectrogram 1	1	121.397333333	122.069333333	2062.5	3375	BTF
14	Spectrogram 1	1	125.706666667	126.378666667	2062.5	3375	BTF
15	Spectrogram 1	1	148.046663729	148.718663729	2761.472	4073.972	BTF
16	Spectrogram 1	1	150.368	151.04	2437.5	3750	BTF
17	Spectrogram 1	1	152.53465792	153.20665792	2579.193	3891.693	BTF
18	Spectrogram 1	1	155.44382911	156.11582911	2688.608	4001.108	BTF
19	Spectrogram 1	1	218.823280543	219.495280543	2153.877	3466.377	BTF
20	Spectrogram 1	1	253.662081155	254.334081155	2138.687	3451.187	BTF
21	Spectrogram 1	1	255.206796603	255.878796603	2229.826	3542.326	BTF
22	Spectrogram 1	1	256.483219825	257.155219825	2153.877	3466.377	BTF
23	Spectrogram 1	1	1398.349128969	1399.021128969	1971.598	3284.098	BTF
24	Spectrogram 1	1	1424.462260417	1425.134260417	2062.5	3375	BTF
25	Spectrogram 1	1	1432.80359375	1433.47559375	2062.5	3375	BTF
26	Spectrogram 1	1	1440.64359375	1441.31559375	2062.5	3375	BTF
27	Spectrogram 1	1	2380.200544039	2380.872544039	2123.497	3435.997	BTF
28	Spectrogram 1	1	2382.907856819	2383.579856819	2047.547	3360.047	BTF
29	Spectrogram 1	1	2402.602978007	2403.274978007	2047.547	3360.047	BTF
30	Spectrogram 1	1	2532.779932042	2533.451932042	1819.699	3132.199	BTF
31	Spectrogram 1	1	2589.564520833	2590.236520833	2437.5	3750	BTF
32	Spectrogram 1	1	2590.218953684	2590.890953684	2184.256	3496.756	BTF
33	Spectrogram 1	1	2595.1751875	2595.8471875	2156.25	3468.75	BTF
34	Spectrogram 1	1	2601.00350485	2601.67550485	2381.725	3694.225	BTF
35	Spectrogram 1	1	2602.320578021	2602.992578021	2320.965	3633.465	BTF
36	Spectrogram 1	1	2602.759602411	2603.431602411	2624.763	3937.263	BTF
37	Spectrogram 1	1	2608.227083002	2608.899083002	2305.775	3618.275	BTF
38	Spectrogram 1	1	2615.868520833	2616.540520833	2250	3562.5	BTF
39	Spectrogram 1	1	2626.637653941	2627.309653941	1895.649	3208.149	BTF
40	Spectrogram 1	1	2628.381553784	2629.053553784	1804.509	3117.009	BTF
41	Spectrogram 1	1	2645.133588138	2645.805588138	2169.066	3481.566	BTF
42	Spectrogram 1	1	2831.975048656	2832.647048656	2062.737	3375.237	BTF
43	Spectrogram 1	1	2836.007569439	2836.679569439	2275.396	3587.896	BTF
44	Spectrogram 1	1	2916.958782844	2917.630782844	2442.484	3754.984	BTF
45	Spectrogram 1	1	2919.036018616	2919.708018616	2442.484	3754.984	BTF
46	Spectrogram 1	1	2926.023821356	2926.695821356	2685.522	3998.022	BTF
47	Spectrogram 1	1	2932.267724712	2932.939724712	2503.244	3815.744	BTF
48	Spectrogram 1	1	2946.194555355	2946.866555355	2245.016	3557.516	BTF
49	Spectrogram 1	1	2948.316507033	2948.988507033	2260.206	3572.706	BTF
50	Spectrogram 1	1	2950.527889147	2951.199889147	2351.345	3663.845	BTF
51	Spectrogram 1	1	2953.771792044	2954.443792044	2488.054	3800.554	BTF
52	Spectrogram 1	1	2954.101060337	2954.773060337	2366.535	3679.035	BTF
53	Spectrogram 1	1	2955.198621313	2955.870621313	2503.244	3815.744	BTF
54	Spectrogram 1	1	2957.458784373	2958.130784373	2700.712	4013.212	BTF
55	Spectrogram 1	1	2987.103135079	2987.775135079	2320.965	3633.465	BTF
56	Spectrogram 1	1	2990.651916025	2991.323916025	2472.864	3785.364	BTF
57	Spectrogram 1	1	2992.468989654	2993.140989654	2412.104	3724.604	BTF
58	Spectrogram 1	1	2994.342973394	2995.014973394	2351.345	3663.845	BTF
59	Spectrogram 1	1	3001.635654302	3002.307654302	2351.345	3663.845	BTF
60	Spectrogram 1	1	3008.74134322	3009.41334322	2442.484	3754.984	BTF
61	Spectrogram 1	1	3012.928332494	3013.600332494	2488.054	3800.554	BTF
62	Spectrogram 1	1	3082.916142567	3083.588142567	2320.965	3633.465	BTF
63	Spectrogram 1	1	3084.940532811	3085.612532811	2396.915	3709.415	BTF
64	Spectrogram 1	1	3153.168167605	3153.840167605	2245.016	3557.516	BTF
65	Spectrogram 1	1	3158.038086763	3158.710086763	2199.446	3511.946	BTF
66	Spectrogram 1	1	3214.001495594	3214.673495594	2260.206	3572.706	BTF
