Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	636.483625941	637.155625941	2153.877	3466.377	BTF
2	Spectrogram 1	1	642.138098547	642.810098547	2138.687	3451.187	BTF
3	Spectrogram 1	1	649.568994977	650.240994977	2093.117	3405.617	BTF
4	Spectrogram 1	1	773.121883596	773.793883596	2548.813	3861.313	BTF
5	Spectrogram 1	1	1050.431477092	1051.103477092	2138.687	3451.187	BTF
6	Spectrogram 1	1	2955.945152362	2956.617152362	2521.519	3834.019	BTF
7	Spectrogram 1	1	2984.454688242	2985.126688242	2169.066	3481.566	BTF
8	Spectrogram 1	1	2986.926232957	2987.598232957	2229.826	3542.326	BTF
9	Spectrogram 1	1	3139.583419238	3140.255419238	2156.962	3469.462	BTF
10	Spectrogram 1	1	3197.544184646	3198.216184646	2275.396	3587.896	BTF
