Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	14.834735912	15.506735912	2260.206	3572.706	BTF
2	Spectrogram 1	1	18.757501541	19.429501541	2488.054	3800.554	BTF
3	Spectrogram 1	1	63.928238599	64.600238599	2564.003	3876.503	BTF
4	Spectrogram 1	1	224.448607842	225.120607842	2609.573	3922.073	BTF
5	Spectrogram 1	1	541.343004015	542.015004015	2564.003	3876.503	BTF
6	Spectrogram 1	1	546.692598912	547.364598912	2518.434	3830.934	BTF
7	Spectrogram 1	1	641.156040472	641.828040472	2472.864	3785.364	BTF
8	Spectrogram 1	1	643.404007951	644.076007951	2412.104	3724.604	BTF
9	Spectrogram 1	1	656.48530766	657.15730766	1941.218	3253.718	BTF
10	Spectrogram 1	1	657.558478392	658.230478392	2093.117	3405.617	BTF
11	Spectrogram 1	1	658.834901156	659.506901156	1895.649	3208.149	BTF
12	Spectrogram 1	1	660.347067876	661.019067876	1986.788	3299.288	BTF
13	Spectrogram 1	1	676.379593807	677.051593807	2503.244	3815.744	BTF
14	Spectrogram 1	1	676.864	677.536	2250	3562.5	BTF
15	Spectrogram 1	1	679.712	680.384	2437.5	3750	BTF
16	Spectrogram 1	1	1164.530141094	1165.202141094	2214.636	3527.136	BTF
17	Spectrogram 1	1	1186.391938121	1187.063938121	2153.877	3466.377	BTF
18	Spectrogram 1	1	1192.107386677	1192.779386677	2138.687	3451.187	BTF
19	Spectrogram 1	1	1196.209014095	1196.881014095	2108.307	3420.807	BTF
20	Spectrogram 1	1	1202.095194358	1202.767194358	2275.396	3587.896	BTF
21	Spectrogram 1	1	1263.225294727	1263.897294727	2472.864	3785.364	BTF
22	Spectrogram 1	1	1265.204969524	1265.876969524	2488.054	3800.554	BTF
23	Spectrogram 1	1	1266.928548161	1267.600548161	2457.674	3770.174	BTF
24	Spectrogram 1	1	1268.054564421	1268.726564421	2533.623	3846.123	BTF
25	Spectrogram 1	1	1268.688710763	1269.360710763	2533.623	3846.123	BTF
26	Spectrogram 1	1	1271.900094278	1272.572094278	2518.434	3830.934	BTF
27	Spectrogram 1	1	1275.729363972	1276.401363972	2320.965	3633.465	BTF
28	Spectrogram 1	1	1280.879771878	1281.551771878	2442.484	3754.984	BTF
29	Spectrogram 1	1	1282.566763748	1283.238763748	2488.054	3800.554	BTF
30	Spectrogram 1	1	1286.74969338	1287.42169338	2396.915	3709.415	BTF
31	Spectrogram 1	1	1288.225303136	1288.897303136	2396.915	3709.415	BTF
32	Spectrogram 1	1	1291.420426488	1292.092426488	2457.674	3770.174	BTF
33	Spectrogram 1	1	1524.176595269	1524.848595269	2867.801	4180.301	BTF
34	Spectrogram 1	1	1528.310743012	1528.982743012	2670.332	3982.832	BTF
35	Spectrogram 1	1	1532.700988316	1533.372988316	2670.332	3982.832	BTF
36	Spectrogram 1	1	1541.314812257	1541.986812257	2639.953	3952.453	BTF
37	Spectrogram 1	1	1874.038477698	1874.710477698	2214.636	3527.136	BTF
38	Spectrogram 1	1	2289.644297732	2290.316297732	2305.775	3618.275	BTF
39	Spectrogram 1	1	3345.97793395	3346.64993395	2503.244	3815.744	BTF
40	Spectrogram 1	1	3368.827535855	3369.499535855	2518.434	3830.934	BTF
41	Spectrogram 1	1	3383.136483148	3383.808483148	2700.712	4013.212	BTF
