Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	451.66784963	452.33984963	2108.307	3420.807	BTF
2	Spectrogram 1	1	459.915800754	460.587800754	2169.066	3481.566	BTF
3	Spectrogram 1	1	461.167833274	461.839833274	2229.826	3542.326	BTF
4	Spectrogram 1	1	462.45645116	463.12845116	2260.206	3572.706	BTF
5	Spectrogram 1	1	463.659703193	464.331703193	2184.256	3496.756	BTF
6	Spectrogram 1	1	465.285717809	465.957717809	2260.206	3572.706	BTF
7	Spectrogram 1	1	466.806043012	467.478043012	2229.826	3542.326	BTF
8	Spectrogram 1	1	471.098724295	471.770724295	2138.687	3451.187	BTF
9	Spectrogram 1	1	3240.536482044	3241.208482044	2412.104	3724.604	BTF
10	Spectrogram 1	1	3263.902325839	3264.574325839	2245.016	3557.516	BTF
