Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	1.229040650	1.901040650	2883.916	4196.416	BTF
2	Spectrogram 1	1	8.806276174	9.478276174	2933.778	4246.278	BTF
3	Spectrogram 1	1	13.840000000	14.512000000	2906.250	3890.625	BTF
4	Spectrogram 1	1	17.913170523	18.585170523	2883.916	4196.416	BTF
5	Spectrogram 1	1	70.928000000	71.600000000	2718.750	3703.125	BTF
6	Spectrogram 1	1	72.122666670	72.794666670	2718.750	3703.125	BTF
7	Spectrogram 1	1	175.165190262	175.837190262	1986.409	3298.909	BTF
8	Spectrogram 1	1	180.937547861	181.609547861	2086.132	3398.632	BTF
9	Spectrogram 1	1	183.482263184	184.154263184	2052.891	3365.391	BTF
10	Spectrogram 1	1	185.530666700	186.202666700	2203.125	3187.500	BTF
11	Spectrogram 1	1	186.535110187	187.207110187	1986.409	3298.909	BTF
12	Spectrogram 1	1	187.555435390	188.227435390	2069.512	3382.012	BTF
13	Spectrogram 1	1	188.449744333	189.121744333	2036.271	3348.771	BTF
14	Spectrogram 1	1	257.722666700	258.394666700	2531.250	3515.625	BTF
15	Spectrogram 1	1	259.844050217	260.516050217	2451.783	3764.283	BTF
16	Spectrogram 1	1	262.165187482	262.837187482	2401.922	3714.422	BTF
17	Spectrogram 1	1	264.498517427	265.170517427	2501.645	3814.145	BTF
18	Spectrogram 1	1	307.238351910	307.910351910	2202.476	3514.976	BTF
19	Spectrogram 1	1	308.587940115	309.259940115	2252.337	3564.837	BTF
20	Spectrogram 1	1	309.608265318	310.280265318	2152.614	3465.114	BTF
21	Spectrogram 1	1	311.674666700	312.346666700	2625.000	3609.375	BTF
22	Spectrogram 1	1	312.784000000	313.456000000	2531.250	3515.625	BTF
23	Spectrogram 1	1	334.917207662	335.589207662	1853.445	3165.945	BTF
24	Spectrogram 1	1	336.378666700	337.050666700	2906.250	3890.625	BTF
25	Spectrogram 1	1	337.352166887	338.024166887	1853.445	3165.945	BTF
26	Spectrogram 1	1	338.384000000	339.056000000	2906.250	3890.625	BTF
27	Spectrogram 1	1	551.815567412	552.487567412	2501.645	3814.145	BTF
28	Spectrogram 1	1	555.091990176	555.763990176	2634.609	3947.109	BTF
29	Spectrogram 1	1	651.559462149	652.231462149	2385.301	3697.801	BTF
30	Spectrogram 1	1	653.201738571	653.873738571	2285.578	3598.078	BTF
31	Spectrogram 1	1	925.421233267	926.093233267	2568.127	3880.627	BTF
32	Spectrogram 1	1	1223.896824029	1224.568824029	2119.373	3431.873	BTF
33	Spectrogram 1	1	1225.242352484	1225.914352484	2169.235	3481.735	BTF
34	Spectrogram 1	1	1226.161051671	1226.833051671	2219.096	3531.596	BTF
35	Spectrogram 1	1	1227.104141102	1227.776141102	2119.373	3431.873	BTF
