Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	1.376195122	2.048195122	1800	4000	BTF
2	Spectrogram 1	1	15.739881118	16.411881118	1800	4000	BTF
3	Spectrogram 1	1	17.13012502	17.80212502	1800	4000	BTF
4	Spectrogram 1	1	17.803295752	18.475295752	1800	4000	BTF
5	Spectrogram 1	1	19.554515264	20.226515264	1800	4000	BTF
6	Spectrogram 1	1	49.991862308	50.663862308	1800	4000	BTF
7	Spectrogram 1	1	52.757715966	53.429715966	1800	4000	BTF
8	Spectrogram 1	1	53.908935478	54.580935478	1800	4000	BTF
9	Spectrogram 1	1	182.424170899	183.096170899	1800	4000	BTF
10	Spectrogram 1	1	183.526609924	184.198609924	1800	4000	BTF
11	Spectrogram 1	1	184.272951365	184.944951365	1800	4000	BTF
12	Spectrogram 1	1	186.033926975	186.705926975	1800	4000	BTF
13	Spectrogram 1	1	187.311975755	187.983975755	1800	4000	BTF
14	Spectrogram 1	1	188.521731831	189.193731831	1800	4000	BTF
15	Spectrogram 1	1	259.509787373	260.181787373	1800	4000	BTF
16	Spectrogram 1	1	273.983013561	274.655013561	1800	4000	BTF
17	Spectrogram 1	1	280.734233028	281.406233028	1800	4000	BTF
18	Spectrogram 1	1	553.323769187	553.995769187	1800	4000	BTF
