Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	0.000000000	0.672000000	2548.813	3861.313	BTF
2	Spectrogram 1	1	0.334731707	1.006731707	2776.661	4089.161	BTF
3	Spectrogram 1	1	1.338796748	2.010796748	2579.193	3891.693	BTF
4	Spectrogram 1	1	2.725333333	3.397333333	2906.250	3890.625	BTF
5	Spectrogram 1	1	5.708715765	6.380715765	2624.763	3937.263	BTF
6	Spectrogram 1	1	11.984000000	12.656000000	2531.250	3515.625	BTF
7	Spectrogram 1	1	13.285333330	13.957333330	2625.000	3609.375	BTF
8	Spectrogram 1	1	15.399773312	16.071773312	2564.003	3876.503	BTF
9	Spectrogram 1	1	15.794082255	16.466082255	2336.155	3648.655	BTF
10	Spectrogram 1	1	19.745301262	20.417301262	2564.003	3876.503	BTF
11	Spectrogram 1	1	22.970666670	23.642666670	2718.750	3703.125	BTF
12	Spectrogram 1	1	24.733106775	25.405106775	2700.712	4013.212	BTF
13	Spectrogram 1	1	27.598960434	28.270960434	2503.244	3815.744	BTF
14	Spectrogram 1	1	89.551004390	90.223004390	2457.674	3770.174	BTF
15	Spectrogram 1	1	89.794906829	90.466906829	2442.484	3754.984	BTF
16	Spectrogram 1	1	90.789333330	91.461333330	2531.250	3515.625	BTF
17	Spectrogram 1	1	92.396532845	93.068532845	2351.345	3663.845	BTF
18	Spectrogram 1	1	95.525333330	96.197333330	2625.000	3609.375	BTF
19	Spectrogram 1	1	99.721736733	100.393736733	2427.294	3739.794	BTF
20	Spectrogram 1	1	102.501333300	103.173333300	2531.250	3515.625	BTF
21	Spectrogram 1	1	102.933119165	103.605119165	2320.965	3633.465	BTF
22	Spectrogram 1	1	107.152000000	107.824000000	2625.000	3609.375	BTF
23	Spectrogram 1	1	109.797333300	110.469333300	2531.250	3515.625	BTF
24	Spectrogram 1	1	152.909827171	153.581827171	2077.927	3390.427	BTF
25	Spectrogram 1	1	176.037333300	176.709333300	2203.125	3187.500	BTF
26	Spectrogram 1	1	177.189333300	177.861333300	2203.125	3187.500	BTF
27	Spectrogram 1	1	178.341333300	179.013333300	2203.125	3187.500	BTF
28	Spectrogram 1	1	179.408000000	180.080000000	2203.125	3187.500	BTF
29	Spectrogram 1	1	180.666666700	181.338666700	2203.125	3187.500	BTF
30	Spectrogram 1	1	181.797333300	182.469333300	2203.125	3187.500	BTF
31	Spectrogram 1	1	183.290666700	183.962666700	2203.125	3187.500	BTF
32	Spectrogram 1	1	186.174872725	186.846872725	2579.193	3891.693	BTF
33	Spectrogram 1	1	215.610666700	216.282666700	2203.125	3187.500	BTF
34	Spectrogram 1	1	278.584583661	279.256583661	2214.636	3527.136	BTF
35	Spectrogram 1	1	278.821333300	279.493333300	2718.750	3703.125	BTF
36	Spectrogram 1	1	279.824000000	280.496000000	2203.125	3187.500	BTF
37	Spectrogram 1	1	280.336000000	281.008000000	2625.000	3609.375	BTF
38	Spectrogram 1	1	281.445333300	282.117333300	2203.125	3187.500	BTF
39	Spectrogram 1	1	283.493333300	284.165333300	2203.125	3187.500	BTF
40	Spectrogram 1	1	285.626666700	286.298666700	2203.125	3187.500	BTF
41	Spectrogram 1	1	285.861333300	286.533333300	2531.250	3515.625	BTF
42	Spectrogram 1	1	286.795966411	287.467966411	1971.598	3284.098	BTF
43	Spectrogram 1	1	287.210600557	287.882600557	2609.573	3922.073	BTF
44	Spectrogram 1	1	289.300031452	289.972031452	2564.003	3876.503	BTF
45	Spectrogram 1	1	291.328487054	292.000487054	2564.003	3876.503	BTF
46	Spectrogram 1	1	291.813333300	292.485333300	2625.000	3609.375	BTF
47	Spectrogram 1	1	301.995154675	302.667154675	2001.978	3314.478	BTF
48	Spectrogram 1	1	306.789333300	307.461333300	2531.250	3515.625	BTF
49	Spectrogram 1	1	308.312228163	308.984228163	2290.585	3603.085	BTF
50	Spectrogram 1	1	308.613041171	309.285041171	2108.307	3420.807	BTF
51	Spectrogram 1	1	309.456000000	310.128000000	2203.125	3187.500	BTF
52	Spectrogram 1	1	310.137431733	310.809431733	2214.636	3527.136	BTF
53	Spectrogram 1	1	311.069463415	311.741463415	2106.103	3090.478	BTF
54	Spectrogram 1	1	321.018666700	321.690666700	2531.250	3515.625	BTF
55	Spectrogram 1	1	374.849868174	375.521868174	2184.256	3496.756	BTF
56	Spectrogram 1	1	516.684192580	517.356192580	2943.750	4256.250	BTF
57	Spectrogram 1	1	831.269333300	831.941333300	2718.750	3703.125	BTF
58	Spectrogram 1	1	832.677333300	833.349333300	2625.000	3609.375	BTF
59	Spectrogram 1	1	834.533333300	835.205333300	2625.000	3609.375	BTF
60	Spectrogram 1	1	840.289475097	840.961475097	2700.712	4013.212	BTF
61	Spectrogram 1	1	840.500857211	841.172857211	2199.446	3511.946	BTF
62	Spectrogram 1	1	842.128000000	842.800000000	2203.125	3187.500	BTF
63	Spectrogram 1	1	843.237333300	843.909333300	2203.125	3187.500	BTF
64	Spectrogram 1	1	844.438634146	845.110634146	2197.271	3181.646	BTF
65	Spectrogram 1	1	845.669333300	846.341333300	2531.250	3515.625	BTF
66	Spectrogram 1	1	846.224000000	846.896000000	2203.125	3187.500	BTF
67	Spectrogram 1	1	847.331317073	848.003317073	2174.479	3158.854	BTF
68	Spectrogram 1	1	851.594352864	852.266352864	2624.763	3937.263	BTF
69	Spectrogram 1	1	852.098417904	852.770417904	2153.877	3466.377	BTF
70	Spectrogram 1	1	853.074027661	853.746027661	2639.953	3952.453	BTF
71	Spectrogram 1	1	854.456141482	855.128141482	2639.953	3952.453	BTF
72	Spectrogram 1	1	857.517117409	858.189117409	2624.763	3937.263	BTF
73	Spectrogram 1	1	860.325333300	860.997333300	2906.250	3890.625	BTF
74	Spectrogram 1	1	861.520000000	862.192000000	2718.750	3703.125	BTF
75	Spectrogram 1	1	862.082158378	862.754158378	2184.256	3496.756	BTF
76	Spectrogram 1	1	862.864000000	863.536000000	2718.750	3703.125	BTF
77	Spectrogram 1	1	864.195979834	864.867979834	2047.547	3360.047	BTF
78	Spectrogram 1	1	870.972403234	871.644403234	2761.472	4073.972	BTF
79	Spectrogram 1	1	877.818666700	878.490666700	2203.125	3187.500	BTF
80	Spectrogram 1	1	879.290666700	879.962666700	2718.750	3703.125	BTF
81	Spectrogram 1	1	879.911428260	880.583428260	2047.547	3360.047	BTF
82	Spectrogram 1	1	882.797607440	883.469607440	2047.547	3360.047	BTF
83	Spectrogram 1	1	898.565386578	899.237386578	2077.927	3390.427	BTF
84	Spectrogram 1	1	900.833679261	901.505679261	2220.063	3204.438	BTF
85	Spectrogram 1	1	903.107252066	903.779252066	2265.647	3250.022	BTF
86	Spectrogram 1	1	923.258604705	923.930604705	2123.497	3435.997	BTF
87	Spectrogram 1	1	927.047222591	927.719222591	2047.547	3360.047	BTF
88	Spectrogram 1	1	962.170666700	962.842666700	2531.250	3515.625	BTF
89	Spectrogram 1	1	965.114666700	965.786666700	2625.000	3609.375	BTF
90	Spectrogram 1	1	965.754666700	966.426666700	2625.000	3609.375	BTF
91	Spectrogram 1	1	967.527849960	968.199849960	2138.687	3451.187	BTF
92	Spectrogram 1	1	979.547743169	980.219743169	2199.446	3511.946	BTF
93	Spectrogram 1	1	980.794666700	981.466666700	2531.250	3515.625	BTF
94	Spectrogram 1	1	984.720000000	985.392000000	2203.125	3187.500	BTF
95	Spectrogram 1	1	985.360000000	986.032000000	2625.000	3609.375	BTF
96	Spectrogram 1	1	1049.765333000	1050.437333000	2625.000	3609.375	BTF
97	Spectrogram 1	1	1051.121057920	1051.793057920	3019.699	4332.199	BTF
98	Spectrogram 1	1	1053.990976937	1054.662976937	2989.320	4301.820	BTF
99	Spectrogram 1	1	1056.369025718	1057.041025718	2974.130	4286.630	BTF
100	Spectrogram 1	1	1058.096668312	1058.768668312	2989.320	4301.820	BTF
101	Spectrogram 1	1	1061.068213028	1061.740213028	2974.130	4286.630	BTF
102	Spectrogram 1	1	1232.434694294	1233.106694294	2093.117	3405.617	BTF
103	Spectrogram 1	1	1454.525034979	1455.197034979	2275.396	3587.896	BTF
104	Spectrogram 1	1	1456.142921158	1456.814921158	2245.016	3557.516	BTF
105	Spectrogram 1	1	1461.329912841	1462.001912841	2229.826	3542.326	BTF
106	Spectrogram 1	1	1476.223046122	1476.895046122	2229.826	3542.326	BTF
107	Spectrogram 1	1	1707.730406201	1708.402406201	2138.687	3451.187	BTF
108	Spectrogram 1	1	1709.685691072	1710.357691072	2138.687	3451.187	BTF
109	Spectrogram 1	1	1712.271056926	1712.943056926	2093.117	3405.617	BTF
110	Spectrogram 1	1	1723.299513164	1723.971513164	2108.307	3420.807	BTF
