Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	4.069333333	4.741333333	2625.000	3609.375	BTF
2	Spectrogram 1	1	133.050666700	133.722666700	2906.250	3890.625	BTF
3	Spectrogram 1	1	189.155876480	189.827876480	2624.763	3937.263	BTF
4	Spectrogram 1	1	191.684331764	192.356331764	2472.864	3785.364	BTF
5	Spectrogram 1	1	280.180270741	280.852270741	2928.560	4241.060	BTF
6	Spectrogram 1	1	281.082666700	281.754666700	2906.250	3890.625	BTF
7	Spectrogram 1	1	282.696530903	283.368530903	2518.434	3830.934	BTF
8	Spectrogram 1	1	283.818482123	284.490482123	2472.864	3785.364	BTF
9	Spectrogram 1	1	284.830677419	285.502677419	2731.092	4043.592	BTF
10	Spectrogram 1	1	286.196531078	286.868531078	2807.041	4119.541	BTF
11	Spectrogram 1	1	288.542059708	289.214059708	2639.953	3952.453	BTF
12	Spectrogram 1	1	298.428238095	299.100238095	3156.408	4468.908	BTF
13	Spectrogram 1	1	302.224000000	302.896000000	2906.250	3890.625	BTF
14	Spectrogram 1	1	305.753441696	306.425441696	2624.763	3937.263	BTF
15	Spectrogram 1	1	321.407913940	322.079913940	2913.370	4225.870	BTF
16	Spectrogram 1	1	325.834743383	326.506743383	2396.915	3709.415	BTF
17	Spectrogram 1	1	342.096000000	342.768000000	2625.000	3609.375	BTF
18	Spectrogram 1	1	362.960759567	363.632759567	2412.104	3724.604	BTF
19	Spectrogram 1	1	372.562385284	373.234385284	2761.472	4073.972	BTF
20	Spectrogram 1	1	426.558320866	427.230320866	3156.408	4468.908	BTF
21	Spectrogram 1	1	428.086776150	428.758776150	3201.978	4514.478	BTF
22	Spectrogram 1	1	445.456695723	446.128695723	2746.282	4058.782	BTF
23	Spectrogram 1	1	449.826614597	450.498614597	3050.079	4362.579	BTF
24	Spectrogram 1	1	456.147753157	456.819753157	3186.788	4499.288	BTF
25	Spectrogram 1	1	460.972956584	461.644956584	3141.218	4453.718	BTF
26	Spectrogram 1	1	462.964826503	463.636826503	2624.763	3937.263	BTF
