Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	479.57301286	480.24501286	1800	4000	BTF
2	Spectrogram 1	1	488.573012347	489.245012347	1800	4000	BTF
3	Spectrogram 1	1	556.245197696	556.917197696	1800	4000	BTF
4	Spectrogram 1	1	559.791538081	560.463538081	1800	4000	BTF
5	Spectrogram 1	1	562.001293922	562.673293922	1800	4000	BTF
6	Spectrogram 1	1	571.445195848	572.117195848	1800	4000	BTF
7	Spectrogram 1	1	1207.054718685	1207.726718685	1800	4000	BTF
8	Spectrogram 1	1	1209.454718685	1210.126718685	1800	4000	BTF
9	Spectrogram 1	1	1216.693742562	1217.365742562	1800	4000	BTF
10	Spectrogram 1	1	1219.601059635	1220.273059635	1800	4000	BTF
11	Spectrogram 1	1	1236.138322998	1236.810322998	1800	4000	BTF
12	Spectrogram 1	1	1260.477973471	1261.149973471	1800	4000	BTF
13	Spectrogram 1	1	1536.655480127	1537.327480127	1800	4000	BTF
